"geographicAreaM49","measuredElement","measuredItemCPC","timePointYearsSP","Value"
894,1061,"0111",2014,1
894,1061,"0111",2015,1
894,1061,"0111",2016,1
894,1061,"0111",2017,1
894,1061,"0111",2018,1
894,1061,"0111",2019,1
894,1061,"0111",2020,1
894,1061,"0111",2021,1
894,1061,"0111",2022,1
894,1061,"0112",2014,1
894,1061,"0112",2015,1
894,1061,"0112",2016,1
894,1061,"0112",2017,1
894,1061,"0112",2018,1
894,1061,"0112",2019,1
894,1061,"0112",2020,1
894,1061,"0112",2021,1
894,1061,"0112",2022,1
894,1061,"0113",2014,0.77
894,1061,"0113",2015,0.77
894,1061,"0113",2016,0.77
894,1061,"0113",2017,0.77
894,1061,"0113",2018,0.77
894,1061,"0113",2019,0.77
894,1061,"0113",2020,0.77
894,1061,"0113",2021,0.77
894,1061,"0113",2022,0.77
894,1061,"0114",2014,1
894,1061,"0114",2015,1
894,1061,"0114",2016,1
894,1061,"0114",2017,1
894,1061,"0114",2018,1
894,1061,"0114",2019,1
894,1061,"0114",2020,1
894,1061,"0114",2021,1
894,1061,"0114",2022,1
894,1061,"0115",2014,0.86
894,1061,"0115",2015,0.86
894,1061,"0115",2016,0.86
894,1061,"0115",2017,0.86
894,1061,"0115",2018,0.86
894,1061,"0115",2019,0.86
894,1061,"0115",2020,0.86
894,1061,"0115",2021,0.86
894,1061,"0115",2022,0.86
894,1061,"0116",2014,1
894,1061,"0116",2015,1
894,1061,"0116",2016,1
894,1061,"0116",2017,1
894,1061,"0116",2018,1
894,1061,"0116",2019,1
894,1061,"0116",2020,1
894,1061,"0116",2021,1
894,1061,"0116",2022,1
894,1061,"0117",2014,0.85
894,1061,"0117",2015,0.85
894,1061,"0117",2016,0.85
894,1061,"0117",2017,0.85
894,1061,"0117",2018,0.85
894,1061,"0117",2019,0.85
894,1061,"0117",2020,0.85
894,1061,"0117",2021,0.85
894,1061,"0117",2022,0.85
894,1061,"0118",2014,1
894,1061,"0118",2015,1
894,1061,"0118",2016,1
894,1061,"0118",2017,1
894,1061,"0118",2018,1
894,1061,"0118",2019,1
894,1061,"0118",2020,1
894,1061,"0118",2021,1
894,1061,"0118",2022,1
894,1061,"01191",2014,1
894,1061,"01191",2015,1
894,1061,"01191",2016,1
894,1061,"01191",2017,1
894,1061,"01191",2018,1
894,1061,"01191",2019,1
894,1061,"01191",2020,1
894,1061,"01191",2021,1
894,1061,"01191",2022,1
894,1061,"01192",2014,0.88
894,1061,"01192",2015,0.88
894,1061,"01192",2016,0.88
894,1061,"01192",2017,0.88
894,1061,"01192",2018,0.88
894,1061,"01192",2019,0.88
894,1061,"01192",2020,0.88
894,1061,"01192",2021,0.88
894,1061,"01192",2022,0.88
894,1061,"01193",2014,1
894,1061,"01193",2015,1
894,1061,"01193",2016,1
894,1061,"01193",2017,1
894,1061,"01193",2018,1
894,1061,"01193",2019,1
894,1061,"01193",2020,1
894,1061,"01193",2021,1
894,1061,"01193",2022,1
894,1061,"01194",2014,1
894,1061,"01194",2015,1
894,1061,"01194",2016,1
894,1061,"01194",2017,1
894,1061,"01194",2018,1
894,1061,"01194",2019,1
894,1061,"01194",2020,1
894,1061,"01194",2021,1
894,1061,"01194",2022,1
894,1061,"01199.02",2014,1
894,1061,"01199.02",2015,1
894,1061,"01199.02",2016,1
894,1061,"01199.02",2017,1
894,1061,"01199.02",2018,1
894,1061,"01199.02",2019,1
894,1061,"01199.02",2020,1
894,1061,"01199.02",2021,1
894,1061,"01199.02",2022,1
894,1061,"01199.90",2014,1
894,1061,"01199.90",2015,1
894,1061,"01199.90",2016,1
894,1061,"01199.90",2017,1
894,1061,"01199.90",2018,1
894,1061,"01199.90",2019,1
894,1061,"01199.90",2020,1
894,1061,"01199.90",2021,1
894,1061,"01199.90",2022,1
894,1061,"01211",2014,0.7
894,1061,"01211",2015,0.7
894,1061,"01211",2016,0.7
894,1061,"01211",2017,0.7
894,1061,"01211",2018,0.7
894,1061,"01211",2019,0.7
894,1061,"01211",2020,0.7
894,1061,"01211",2021,0.7
894,1061,"01211",2022,0.7
894,1061,"01212",2014,0.86
894,1061,"01212",2015,0.86
894,1061,"01212",2016,0.86
894,1061,"01212",2017,0.86
894,1061,"01212",2018,0.86
894,1061,"01212",2019,0.86
894,1061,"01212",2020,0.86
894,1061,"01212",2021,0.86
894,1061,"01212",2022,0.86
894,1061,"01213",2014,0.62
894,1061,"01213",2015,0.62
894,1061,"01213",2016,0.62
894,1061,"01213",2017,0.62
894,1061,"01213",2018,0.62
894,1061,"01213",2019,0.62
894,1061,"01213",2020,0.62
894,1061,"01213",2021,0.62
894,1061,"01213",2022,0.62
894,1061,"01214",2014,0.87
894,1061,"01214",2015,0.87
894,1061,"01214",2016,0.87
894,1061,"01214",2017,0.87
894,1061,"01214",2018,0.87
894,1061,"01214",2019,0.87
894,1061,"01214",2020,0.87
894,1061,"01214",2021,0.87
894,1061,"01214",2022,0.87
894,1061,"01215",2014,0.86
894,1061,"01215",2015,0.86
894,1061,"01215",2016,0.86
894,1061,"01215",2017,0.86
894,1061,"01215",2018,0.86
894,1061,"01215",2019,0.86
894,1061,"01215",2020,0.86
894,1061,"01215",2021,0.86
894,1061,"01215",2022,0.86
894,1061,"01216",2014,0.36
894,1061,"01216",2015,0.36
894,1061,"01216",2016,0.36
894,1061,"01216",2017,0.36
894,1061,"01216",2018,0.36
894,1061,"01216",2019,0.36
894,1061,"01216",2020,0.36
894,1061,"01216",2021,0.36
894,1061,"01216",2022,0.36
894,1061,"01219.01",2014,0.78
894,1061,"01219.01",2015,0.78
894,1061,"01219.01",2016,0.78
894,1061,"01219.01",2017,0.78
894,1061,"01219.01",2018,0.78
894,1061,"01219.01",2019,0.78
894,1061,"01219.01",2020,0.78
894,1061,"01219.01",2021,0.78
894,1061,"01219.01",2022,0.78
894,1061,"01221",2014,0.62
894,1061,"01221",2015,0.62
894,1061,"01221",2016,0.62
894,1061,"01221",2017,0.62
894,1061,"01221",2018,0.62
894,1061,"01221",2019,0.62
894,1061,"01221",2020,0.62
894,1061,"01221",2021,0.62
894,1061,"01221",2022,0.62
894,1061,"01229",2014,0.6
894,1061,"01229",2015,0.6
894,1061,"01229",2016,0.6
894,1061,"01229",2017,0.6
894,1061,"01229",2018,0.6
894,1061,"01229",2019,0.6
894,1061,"01229",2020,0.6
894,1061,"01229",2021,0.6
894,1061,"01229",2022,0.6
894,1061,"01231",2014,0.82
894,1061,"01231",2015,0.82
894,1061,"01231",2016,0.82
894,1061,"01231",2017,0.82
894,1061,"01231",2018,0.82
894,1061,"01231",2019,0.82
894,1061,"01231",2020,0.82
894,1061,"01231",2021,0.82
894,1061,"01231",2022,0.82
894,1061,"01232",2014,0.94
894,1061,"01232",2015,0.94
894,1061,"01232",2016,0.94
894,1061,"01232",2017,0.94
894,1061,"01232",2018,0.94
894,1061,"01232",2019,0.94
894,1061,"01232",2020,0.94
894,1061,"01232",2021,0.94
894,1061,"01232",2022,0.94
894,1061,"01233",2014,0.87
894,1061,"01233",2015,0.87
894,1061,"01233",2016,0.87
894,1061,"01233",2017,0.87
894,1061,"01233",2018,0.87
894,1061,"01233",2019,0.87
894,1061,"01233",2020,0.87
894,1061,"01233",2021,0.87
894,1061,"01233",2022,0.87
894,1061,"01234",2014,0.97
894,1061,"01234",2015,0.97
894,1061,"01234",2016,0.97
894,1061,"01234",2017,0.97
894,1061,"01234",2018,0.97
894,1061,"01234",2019,0.97
894,1061,"01234",2020,0.97
894,1061,"01234",2021,0.97
894,1061,"01234",2022,0.97
894,1061,"01235",2014,0.84
894,1061,"01235",2015,0.84
894,1061,"01235",2016,0.84
894,1061,"01235",2017,0.84
894,1061,"01235",2018,0.84
894,1061,"01235",2019,0.84
894,1061,"01235",2020,0.84
894,1061,"01235",2021,0.84
894,1061,"01235",2022,0.84
894,1061,"01239.01",2014,0.83
894,1061,"01239.01",2015,0.83
894,1061,"01239.01",2016,0.83
894,1061,"01239.01",2017,0.83
894,1061,"01239.01",2018,0.83
894,1061,"01239.01",2019,0.83
894,1061,"01239.01",2020,0.83
894,1061,"01239.01",2021,0.83
894,1061,"01239.01",2022,0.83
894,1061,"01241.01",2014,0.89
894,1061,"01241.01",2015,0.89
894,1061,"01241.01",2016,0.89
894,1061,"01241.01",2017,0.89
894,1061,"01241.01",2018,0.89
894,1061,"01241.01",2019,0.89
894,1061,"01241.01",2020,0.89
894,1061,"01241.01",2021,0.89
894,1061,"01241.01",2022,0.89
894,1061,"01241.90",2014,0.68
894,1061,"01241.90",2015,0.68
894,1061,"01241.90",2016,0.68
894,1061,"01241.90",2017,0.68
894,1061,"01241.90",2018,0.68
894,1061,"01241.90",2019,0.68
894,1061,"01241.90",2020,0.68
894,1061,"01241.90",2021,0.68
894,1061,"01241.90",2022,0.68
894,1061,"01242",2014,0.73
894,1061,"01242",2015,0.73
894,1061,"01242",2016,0.73
894,1061,"01242",2017,0.73
894,1061,"01242",2018,0.73
894,1061,"01242",2019,0.73
894,1061,"01242",2020,0.73
894,1061,"01242",2021,0.73
894,1061,"01242",2022,0.73
894,1061,"01243",2014,0.95
894,1061,"01243",2015,0.95
894,1061,"01243",2016,0.95
894,1061,"01243",2017,0.95
894,1061,"01243",2018,0.95
894,1061,"01243",2019,0.95
894,1061,"01243",2020,0.95
894,1061,"01243",2021,0.95
894,1061,"01243",2022,0.95
894,1061,"01251",2014,0.86
894,1061,"01251",2015,0.86
894,1061,"01251",2016,0.86
894,1061,"01251",2017,0.86
894,1061,"01251",2018,0.86
894,1061,"01251",2019,0.86
894,1061,"01251",2020,0.86
894,1061,"01251",2021,0.86
894,1061,"01251",2022,0.86
894,1061,"01252",2014,0.84
894,1061,"01252",2015,0.84
894,1061,"01252",2016,0.84
894,1061,"01252",2017,0.84
894,1061,"01252",2018,0.84
894,1061,"01252",2019,0.84
894,1061,"01252",2020,0.84
894,1061,"01252",2021,0.84
894,1061,"01252",2022,0.84
894,1061,"01253.01",2014,0.86
894,1061,"01253.01",2015,0.86
894,1061,"01253.01",2016,0.86
894,1061,"01253.01",2017,0.86
894,1061,"01253.01",2018,0.86
894,1061,"01253.01",2019,0.86
894,1061,"01253.01",2020,0.86
894,1061,"01253.01",2021,0.86
894,1061,"01253.01",2022,0.86
894,1061,"01253.02",2014,0.85
894,1061,"01253.02",2015,0.85
894,1061,"01253.02",2016,0.85
894,1061,"01253.02",2017,0.85
894,1061,"01253.02",2018,0.85
894,1061,"01253.02",2019,0.85
894,1061,"01253.02",2020,0.85
894,1061,"01253.02",2021,0.85
894,1061,"01253.02",2022,0.85
894,1061,"01254",2014,0.79
894,1061,"01254",2015,0.79
894,1061,"01254",2016,0.79
894,1061,"01254",2017,0.79
894,1061,"01254",2018,0.79
894,1061,"01254",2019,0.79
894,1061,"01254",2020,0.79
894,1061,"01254",2021,0.79
894,1061,"01254",2022,0.79
894,1061,"01270",2014,0.93
894,1061,"01270",2015,0.93
894,1061,"01270",2016,0.93
894,1061,"01270",2017,0.93
894,1061,"01270",2018,0.93
894,1061,"01270",2019,0.93
894,1061,"01270",2020,0.93
894,1061,"01270",2021,0.93
894,1061,"01270",2022,0.93
894,1061,"01290.01",2014,0.43
894,1061,"01290.01",2015,0.43
894,1061,"01290.01",2016,0.43
894,1061,"01290.01",2017,0.43
894,1061,"01290.01",2018,0.43
894,1061,"01290.01",2019,0.43
894,1061,"01290.01",2020,0.43
894,1061,"01290.01",2021,0.43
894,1061,"01290.01",2022,0.43
894,1061,"01290.90",2014,0.79
894,1061,"01290.90",2015,0.79
894,1061,"01290.90",2016,0.79
894,1061,"01290.90",2017,0.79
894,1061,"01290.90",2018,0.79
894,1061,"01290.90",2019,0.79
894,1061,"01290.90",2020,0.79
894,1061,"01290.90",2021,0.79
894,1061,"01290.90",2022,0.79
894,1061,"01311",2014,0.71
894,1061,"01311",2015,0.71
894,1061,"01311",2016,0.71
894,1061,"01311",2017,0.71
894,1061,"01311",2018,0.71
894,1061,"01311",2019,0.71
894,1061,"01311",2020,0.71
894,1061,"01311",2021,0.71
894,1061,"01311",2022,0.71
894,1061,"01312",2014,0.64
894,1061,"01312",2015,0.64
894,1061,"01312",2016,0.64
894,1061,"01312",2017,0.64
894,1061,"01312",2018,0.64
894,1061,"01312",2019,0.64
894,1061,"01312",2020,0.64
894,1061,"01312",2021,0.64
894,1061,"01312",2022,0.64
894,1061,"01313",2014,0.59
894,1061,"01313",2015,0.59
894,1061,"01313",2016,0.59
894,1061,"01313",2017,0.59
894,1061,"01313",2018,0.59
894,1061,"01313",2019,0.59
894,1061,"01313",2020,0.59
894,1061,"01313",2021,0.59
894,1061,"01313",2022,0.59
894,1061,"01314",2014,0.86
894,1061,"01314",2015,0.86
894,1061,"01314",2016,0.86
894,1061,"01314",2017,0.86
894,1061,"01314",2018,0.86
894,1061,"01314",2019,0.86
894,1061,"01314",2020,0.86
894,1061,"01314",2021,0.86
894,1061,"01314",2022,0.86
894,1061,"01315",2014,0.97
894,1061,"01315",2015,0.97
894,1061,"01315",2016,0.97
894,1061,"01315",2017,0.97
894,1061,"01315",2018,0.97
894,1061,"01315",2019,0.97
894,1061,"01315",2020,0.97
894,1061,"01315",2021,0.97
894,1061,"01315",2022,0.97
894,1061,"01316",2014,0.75
894,1061,"01316",2015,0.75
894,1061,"01316",2016,0.75
894,1061,"01316",2017,0.75
894,1061,"01316",2018,0.75
894,1061,"01316",2019,0.75
894,1061,"01316",2020,0.75
894,1061,"01316",2021,0.75
894,1061,"01316",2022,0.75
894,1061,"01317",2014,0.69
894,1061,"01317",2015,0.69
894,1061,"01317",2016,0.69
894,1061,"01317",2017,0.69
894,1061,"01317",2018,0.69
894,1061,"01317",2019,0.69
894,1061,"01317",2020,0.69
894,1061,"01317",2021,0.69
894,1061,"01317",2022,0.69
894,1061,"01318",2014,0.59
894,1061,"01318",2015,0.59
894,1061,"01318",2016,0.59
894,1061,"01318",2017,0.59
894,1061,"01318",2018,0.59
894,1061,"01318",2019,0.59
894,1061,"01318",2020,0.59
894,1061,"01318",2021,0.59
894,1061,"01318",2022,0.59
894,1061,"01319",2014,0.64
894,1061,"01319",2015,0.64
894,1061,"01319",2016,0.64
894,1061,"01319",2017,0.64
894,1061,"01319",2018,0.64
894,1061,"01319",2019,0.64
894,1061,"01319",2020,0.64
894,1061,"01319",2021,0.64
894,1061,"01319",2022,0.64
894,1061,"01321",2014,0.56
894,1061,"01321",2015,0.56
894,1061,"01321",2016,0.56
894,1061,"01321",2017,0.56
894,1061,"01321",2018,0.56
894,1061,"01321",2019,0.56
894,1061,"01321",2020,0.56
894,1061,"01321",2021,0.56
894,1061,"01321",2022,0.56
894,1061,"01322",2014,0.72
894,1061,"01322",2015,0.72
894,1061,"01322",2016,0.72
894,1061,"01322",2017,0.72
894,1061,"01322",2018,0.72
894,1061,"01322",2019,0.72
894,1061,"01322",2020,0.72
894,1061,"01322",2021,0.72
894,1061,"01322",2022,0.72
894,1061,"01323",2014,0.72
894,1061,"01323",2015,0.72
894,1061,"01323",2016,0.72
894,1061,"01323",2017,0.72
894,1061,"01323",2018,0.72
894,1061,"01323",2019,0.72
894,1061,"01323",2020,0.72
894,1061,"01323",2021,0.72
894,1061,"01323",2022,0.72
894,1061,"01324",2014,0.74
894,1061,"01324",2015,0.74
894,1061,"01324",2016,0.74
894,1061,"01324",2017,0.74
894,1061,"01324",2018,0.74
894,1061,"01324",2019,0.74
894,1061,"01324",2020,0.74
894,1061,"01324",2021,0.74
894,1061,"01324",2022,0.74
894,1061,"01329",2014,0.93
894,1061,"01329",2015,0.93
894,1061,"01329",2016,0.93
894,1061,"01329",2017,0.93
894,1061,"01329",2018,0.93
894,1061,"01329",2019,0.93
894,1061,"01329",2020,0.93
894,1061,"01329",2021,0.93
894,1061,"01329",2022,0.93
894,1061,"01330",2014,0.92
894,1061,"01330",2015,0.92
894,1061,"01330",2016,0.92
894,1061,"01330",2017,0.92
894,1061,"01330",2018,0.92
894,1061,"01330",2019,0.92
894,1061,"01330",2020,0.92
894,1061,"01330",2021,0.92
894,1061,"01330",2022,0.92
894,1061,"01341",2014,0.91
894,1061,"01341",2015,0.91
894,1061,"01341",2016,0.91
894,1061,"01341",2017,0.91
894,1061,"01341",2018,0.91
894,1061,"01341",2019,0.91
894,1061,"01341",2020,0.91
894,1061,"01341",2021,0.91
894,1061,"01341",2022,0.91
894,1061,"01342.01",2014,0.89
894,1061,"01342.01",2015,0.89
894,1061,"01342.01",2016,0.89
894,1061,"01342.01",2017,0.89
894,1061,"01342.01",2018,0.89
894,1061,"01342.01",2019,0.89
894,1061,"01342.01",2020,0.89
894,1061,"01342.01",2021,0.89
894,1061,"01342.01",2022,0.89
894,1061,"01342.02",2014,0.7
894,1061,"01342.02",2015,0.7
894,1061,"01342.02",2016,0.7
894,1061,"01342.02",2017,0.7
894,1061,"01342.02",2018,0.7
894,1061,"01342.02",2019,0.7
894,1061,"01342.02",2020,0.7
894,1061,"01342.02",2021,0.7
894,1061,"01342.02",2022,0.7
894,1061,"01343",2014,0.94
894,1061,"01343",2015,0.94
894,1061,"01343",2016,0.94
894,1061,"01343",2017,0.94
894,1061,"01343",2018,0.94
894,1061,"01343",2019,0.94
894,1061,"01343",2020,0.94
894,1061,"01343",2021,0.94
894,1061,"01343",2022,0.94
894,1061,"01344.01",2014,0.9
894,1061,"01344.01",2015,0.9
894,1061,"01344.01",2016,0.9
894,1061,"01344.01",2017,0.9
894,1061,"01344.01",2018,0.9
894,1061,"01344.01",2019,0.9
894,1061,"01344.01",2020,0.9
894,1061,"01344.01",2021,0.9
894,1061,"01344.01",2022,0.9
894,1061,"01344.02",2014,0.88
894,1061,"01344.02",2015,0.88
894,1061,"01344.02",2016,0.88
894,1061,"01344.02",2017,0.88
894,1061,"01344.02",2018,0.88
894,1061,"01344.02",2019,0.88
894,1061,"01344.02",2020,0.88
894,1061,"01344.02",2021,0.88
894,1061,"01344.02",2022,0.88
894,1061,"01345",2014,0.89
894,1061,"01345",2015,0.89
894,1061,"01345",2016,0.89
894,1061,"01345",2017,0.89
894,1061,"01345",2018,0.89
894,1061,"01345",2019,0.89
894,1061,"01345",2020,0.89
894,1061,"01345",2021,0.89
894,1061,"01345",2022,0.89
894,1061,"01346",2014,0.92
894,1061,"01346",2015,0.92
894,1061,"01346",2016,0.92
894,1061,"01346",2017,0.92
894,1061,"01346",2018,0.92
894,1061,"01346",2019,0.92
894,1061,"01346",2020,0.92
894,1061,"01346",2021,0.92
894,1061,"01346",2022,0.92
894,1061,"01349.10",2014,0.75
894,1061,"01349.10",2015,0.75
894,1061,"01349.10",2016,0.75
894,1061,"01349.10",2017,0.75
894,1061,"01349.10",2018,0.75
894,1061,"01349.10",2019,0.75
894,1061,"01349.10",2020,0.75
894,1061,"01349.10",2021,0.75
894,1061,"01349.10",2022,0.75
894,1061,"01349.20",2014,0.72
894,1061,"01349.20",2015,0.72
894,1061,"01349.20",2016,0.72
894,1061,"01349.20",2017,0.72
894,1061,"01349.20",2018,0.72
894,1061,"01349.20",2019,0.72
894,1061,"01349.20",2020,0.72
894,1061,"01349.20",2021,0.72
894,1061,"01349.20",2022,0.72
894,1061,"01351.01",2014,0.97
894,1061,"01351.01",2015,0.97
894,1061,"01351.01",2016,0.97
894,1061,"01351.01",2017,0.97
894,1061,"01351.01",2018,0.97
894,1061,"01351.01",2019,0.97
894,1061,"01351.01",2020,0.97
894,1061,"01351.01",2021,0.97
894,1061,"01351.01",2022,0.97
894,1061,"01351.02",2014,0.98
894,1061,"01351.02",2015,0.98
894,1061,"01351.02",2016,0.98
894,1061,"01351.02",2017,0.98
894,1061,"01351.02",2018,0.98
894,1061,"01351.02",2019,0.98
894,1061,"01351.02",2020,0.98
894,1061,"01351.02",2021,0.98
894,1061,"01351.02",2022,0.98
894,1061,"01352",2014,0.75
894,1061,"01352",2015,0.75
894,1061,"01352",2016,0.75
894,1061,"01352",2017,0.75
894,1061,"01352",2018,0.75
894,1061,"01352",2019,0.75
894,1061,"01352",2020,0.75
894,1061,"01352",2021,0.75
894,1061,"01352",2022,0.75
894,1061,"01353.01",2014,0.99
894,1061,"01353.01",2015,0.99
894,1061,"01353.01",2016,0.99
894,1061,"01353.01",2017,0.99
894,1061,"01353.01",2018,0.99
894,1061,"01353.01",2019,0.99
894,1061,"01353.01",2020,0.99
894,1061,"01353.01",2021,0.99
894,1061,"01353.01",2022,0.99
894,1061,"01354",2014,0.96
894,1061,"01354",2015,0.96
894,1061,"01354",2016,0.96
894,1061,"01354",2017,0.96
894,1061,"01354",2018,0.96
894,1061,"01354",2019,0.96
894,1061,"01354",2020,0.96
894,1061,"01354",2021,0.96
894,1061,"01354",2022,0.96
894,1061,"01355.01",2014,0.99
894,1061,"01355.01",2015,0.99
894,1061,"01355.01",2016,0.99
894,1061,"01355.01",2017,0.99
894,1061,"01355.01",2018,0.99
894,1061,"01355.01",2019,0.99
894,1061,"01355.01",2020,0.99
894,1061,"01355.01",2021,0.99
894,1061,"01355.01",2022,0.99
894,1061,"01355.02",2014,0.98
894,1061,"01355.02",2015,0.98
894,1061,"01355.02",2016,0.98
894,1061,"01355.02",2017,0.98
894,1061,"01355.02",2018,0.98
894,1061,"01355.02",2019,0.98
894,1061,"01355.02",2020,0.98
894,1061,"01355.02",2021,0.98
894,1061,"01355.02",2022,0.98
894,1061,"01355.90",2014,0.98
894,1061,"01355.90",2015,0.98
894,1061,"01355.90",2016,0.98
894,1061,"01355.90",2017,0.98
894,1061,"01355.90",2018,0.98
894,1061,"01355.90",2019,0.98
894,1061,"01355.90",2020,0.98
894,1061,"01355.90",2021,0.98
894,1061,"01355.90",2022,0.98
894,1061,"01356",2014,1
894,1061,"01356",2015,1
894,1061,"01356",2016,1
894,1061,"01356",2017,1
894,1061,"01356",2018,1
894,1061,"01356",2019,1
894,1061,"01356",2020,1
894,1061,"01356",2021,1
894,1061,"01356",2022,1
894,1061,"01359.01",2014,0.83
894,1061,"01359.01",2015,0.83
894,1061,"01359.01",2016,0.83
894,1061,"01359.01",2017,0.83
894,1061,"01359.01",2018,0.83
894,1061,"01359.01",2019,0.83
894,1061,"01359.01",2020,0.83
894,1061,"01359.01",2021,0.83
894,1061,"01359.01",2022,0.83
894,1061,"01359.02",2014,1
894,1061,"01359.02",2015,1
894,1061,"01359.02",2016,1
894,1061,"01359.02",2017,1
894,1061,"01359.02",2018,1
894,1061,"01359.02",2019,1
894,1061,"01359.02",2020,1
894,1061,"01359.02",2021,1
894,1061,"01359.02",2022,1
894,1061,"01359.90",2014,0.74
894,1061,"01359.90",2015,0.74
894,1061,"01359.90",2016,0.74
894,1061,"01359.90",2017,0.74
894,1061,"01359.90",2018,0.74
894,1061,"01359.90",2019,0.74
894,1061,"01359.90",2020,0.74
894,1061,"01359.90",2021,0.74
894,1061,"01359.90",2022,0.74
894,1061,"01371",2014,0.4
894,1061,"01371",2015,0.4
894,1061,"01371",2016,0.4
894,1061,"01371",2017,0.4
894,1061,"01371",2018,0.4
894,1061,"01371",2019,0.4
894,1061,"01371",2020,0.4
894,1061,"01371",2021,0.4
894,1061,"01371",2022,0.4
894,1061,"01372",2014,0.3
894,1061,"01372",2015,0.3
894,1061,"01372",2016,0.3
894,1061,"01372",2017,0.3
894,1061,"01372",2018,0.3
894,1061,"01372",2019,0.3
894,1061,"01372",2020,0.3
894,1061,"01372",2021,0.3
894,1061,"01372",2022,0.3
894,1061,"01373",2014,0.77
894,1061,"01373",2015,0.77
894,1061,"01373",2016,0.77
894,1061,"01373",2017,0.77
894,1061,"01373",2018,0.77
894,1061,"01373",2019,0.77
894,1061,"01373",2020,0.77
894,1061,"01373",2021,0.77
894,1061,"01373",2022,0.77
894,1061,"01374",2014,0.41
894,1061,"01374",2015,0.41
894,1061,"01374",2016,0.41
894,1061,"01374",2017,0.41
894,1061,"01374",2018,0.41
894,1061,"01374",2019,0.41
894,1061,"01374",2020,0.41
894,1061,"01374",2021,0.41
894,1061,"01374",2022,0.41
894,1061,"01375",2014,0.52
894,1061,"01375",2015,0.52
894,1061,"01375",2016,0.52
894,1061,"01375",2017,0.52
894,1061,"01375",2018,0.52
894,1061,"01375",2019,0.52
894,1061,"01375",2020,0.52
894,1061,"01375",2021,0.52
894,1061,"01375",2022,0.52
894,1061,"01376",2014,0.45
894,1061,"01376",2015,0.45
894,1061,"01376",2016,0.45
894,1061,"01376",2017,0.45
894,1061,"01376",2018,0.45
894,1061,"01376",2019,0.45
894,1061,"01376",2020,0.45
894,1061,"01376",2021,0.45
894,1061,"01376",2022,0.45
894,1061,"01377",2014,0.48
894,1061,"01377",2015,0.48
894,1061,"01377",2016,0.48
894,1061,"01377",2017,0.48
894,1061,"01377",2018,0.48
894,1061,"01377",2019,0.48
894,1061,"01377",2020,0.48
894,1061,"01377",2021,0.48
894,1061,"01377",2022,0.48
894,1061,"01379.90",2014,0.45
894,1061,"01379.90",2015,0.45
894,1061,"01379.90",2016,0.45
894,1061,"01379.90",2017,0.45
894,1061,"01379.90",2018,0.45
894,1061,"01379.90",2019,0.45
894,1061,"01379.90",2020,0.45
894,1061,"01379.90",2021,0.45
894,1061,"01379.90",2022,0.45
894,1061,"0141",2014,1
894,1061,"0141",2015,1
894,1061,"0141",2016,1
894,1061,"0141",2017,1
894,1061,"0141",2018,1
894,1061,"0141",2019,1
894,1061,"0141",2020,1
894,1061,"0141",2021,1
894,1061,"0141",2022,1
894,1061,"0142",2014,0.71
894,1061,"0142",2015,0.71
894,1061,"0142",2016,0.71
894,1061,"0142",2017,0.71
894,1061,"0142",2018,0.71
894,1061,"0142",2019,0.71
894,1061,"0142",2020,0.71
894,1061,"0142",2021,0.71
894,1061,"0142",2022,0.71
894,1061,"0143",2014,1
894,1061,"0143",2015,1
894,1061,"0143",2016,1
894,1061,"0143",2017,1
894,1061,"0143",2018,1
894,1061,"0143",2019,1
894,1061,"0143",2020,1
894,1061,"0143",2021,1
894,1061,"0143",2022,1
894,1061,"01441",2014,1
894,1061,"01441",2015,1
894,1061,"01441",2016,1
894,1061,"01441",2017,1
894,1061,"01441",2018,1
894,1061,"01441",2019,1
894,1061,"01441",2020,1
894,1061,"01441",2021,1
894,1061,"01441",2022,1
894,1061,"01442",2014,1
894,1061,"01442",2015,1
894,1061,"01442",2016,1
894,1061,"01442",2017,1
894,1061,"01442",2018,1
894,1061,"01442",2019,1
894,1061,"01442",2020,1
894,1061,"01442",2021,1
894,1061,"01442",2022,1
894,1061,"01443",2014,0.38
894,1061,"01443",2015,0.38
894,1061,"01443",2016,0.38
894,1061,"01443",2017,0.38
894,1061,"01443",2018,0.38
894,1061,"01443",2019,0.38
894,1061,"01443",2020,0.38
894,1061,"01443",2021,0.38
894,1061,"01443",2022,0.38
894,1061,"01444",2014,1
894,1061,"01444",2015,1
894,1061,"01444",2016,1
894,1061,"01444",2017,1
894,1061,"01444",2018,1
894,1061,"01444",2019,1
894,1061,"01444",2020,1
894,1061,"01444",2021,1
894,1061,"01444",2022,1
894,1061,"01445",2014,0.77
894,1061,"01445",2015,0.77
894,1061,"01445",2016,0.77
894,1061,"01445",2017,0.77
894,1061,"01445",2018,0.77
894,1061,"01445",2019,0.77
894,1061,"01445",2020,0.77
894,1061,"01445",2021,0.77
894,1061,"01445",2022,0.77
894,1061,"01446",2014,0.76
894,1061,"01446",2015,0.76
894,1061,"01446",2016,0.76
894,1061,"01446",2017,0.76
894,1061,"01446",2018,0.76
894,1061,"01446",2019,0.76
894,1061,"01446",2020,0.76
894,1061,"01446",2021,0.76
894,1061,"01446",2022,0.76
894,1061,"01448",2014,1
894,1061,"01448",2015,1
894,1061,"01448",2016,1
894,1061,"01448",2017,1
894,1061,"01448",2018,1
894,1061,"01448",2019,1
894,1061,"01448",2020,1
894,1061,"01448",2021,1
